student_id,course_id,attendance_rate,avg_session_duration_pct,consecutive_absences,assignment_submission_rate,avg_assignment_score,late_submission_count,exam_score_avg,exam_improvement_trend,at_risk,pass_fail,predicted_grade
s_1939,c_1,0.659,0.653,1,0.915,57.34,3,55.14,0.0607,0,1,D
s_1940,c_2,0.62,0.824,0,0.569,59.17,4,57.33,0.0339,0,0,D
s_1941,c_3,0.874,0.649,1,0.688,62.52,3,53.2,0.0119,0,1,C
s_1942,c_2,0.678,0.513,1,0.674,57.9,4,53.86,-0.0131,1,1,D
s_1943,c_1,0.589,0.635,0,0.697,67.76,2,71.08,0.0842,0,1,C
s_1944,c_5,0.975,0.873,0,0.864,79.44,0,73.83,0.0251,0,1,A
s_1945,c_3,0.869,0.848,0,1.0,84.86,0,70.82,0.1337,0,1,B
s_1946,c_2,0.999,0.855,1,0.872,69.84,1,90.52,0.0694,0,1,A
s_1947,c_1,0.31,0.462,4,0.42,46.63,3,42.4,-0.0913,1,0,F
s_1948,c_1,0.541,0.4,5,0.507,63.55,2,13.9,-0.0462,1,0,F
s_1949,c_4,0.68,0.737,0,0.755,63.3,2,61.68,0.0184,0,1,C
s_1950,c_4,0.688,0.86,1,0.747,76.63,0,55.51,0.0299,0,1,C
s_1951,c_4,0.92,0.603,1,0.675,45.0,0,54.89,0.0542,0,0,D
s_1952,c_5,0.922,0.932,0,0.882,93.97,1,84.97,0.1154,0,1,A
s_1953,c_5,0.422,0.317,5,0.54,49.16,5,43.15,-0.1216,1,0,F
s_1954,c_2,0.607,0.839,0,0.778,60.24,1,71.42,-0.0154,0,1,C
s_1955,c_2,0.782,0.917,0,0.713,53.91,0,57.72,0.0913,0,1,C
s_1956,c_5,0.776,0.651,3,0.699,74.96,0,81.07,0.0331,0,1,B
s_1957,c_5,0.916,0.898,0,0.945,75.87,0,80.32,0.0276,0,1,A
s_1958,c_3,0.973,0.87,0,0.982,73.36,0,69.11,0.0016,0,1,B
s_1959,c_3,0.524,0.536,0,0.845,71.03,2,41.03,0.0946,0,0,D
s_1960,c_5,0.936,0.831,1,0.907,85.92,1,87.96,0.0144,0,1,A
s_1961,c_1,0.676,0.728,0,0.896,66.29,0,66.81,-0.0093,0,1,C
s_1962,c_3,1.0,0.731,1,0.927,83.36,0,81.71,0.1588,0,1,A
s_1963,c_3,0.815,0.617,2,0.69,59.23,2,77.8,-0.0024,1,1,B
s_1964,c_3,0.741,0.695,2,0.7,57.37,1,75.67,0.0536,0,1,C
s_1965,c_3,0.581,0.642,0,0.61,68.64,0,59.68,-0.0053,0,1,C
s_1966,c_2,0.68,0.799,1,0.639,62.32,4,72.77,-0.005,0,1,C
s_1967,c_1,0.911,0.621,0,0.884,86.42,1,68.2,-0.0228,0,1,A
s_1968,c_1,0.92,0.841,1,0.658,56.81,0,65.86,0.073,0,1,C
s_1969,c_2,0.792,0.666,0,0.667,61.74,0,60.11,-0.0479,0,1,C
s_1970,c_5,0.64,0.822,1,0.748,64.83,2,70.61,-0.0241,0,1,C
s_1971,c_3,0.635,0.337,3,0.583,38.4,3,44.93,-0.2258,1,0,F
s_1972,c_1,0.948,0.612,0,0.693,61.64,0,75.44,-0.0325,0,1,B
s_1973,c_1,0.842,0.899,0,1.0,77.9,0,67.22,0.0718,0,1,B
s_1974,c_2,0.962,0.968,0,0.895,85.0,0,91.53,0.0852,0,1,A
s_1975,c_2,0.867,0.531,1,0.681,53.08,2,66.48,0.0449,0,1,C
s_1976,c_3,0.808,0.663,0,0.734,65.63,2,51.3,0.0077,0,1,C
s_1977,c_5,0.814,1.0,1,0.943,85.13,1,72.61,0.0418,0,1,B
s_1978,c_4,0.67,0.475,2,0.7,56.8,2,73.3,-0.0289,0,1,C
s_1979,c_2,0.742,0.738,2,0.823,50.82,1,61.71,0.0782,0,1,D
s_1980,c_1,0.654,0.736,0,0.743,50.93,2,38.94,-0.0011,1,0,F
s_1981,c_5,0.68,0.817,0,0.697,55.35,0,63.01,-0.0144,0,1,C
s_1982,c_4,0.979,0.934,1,1.0,81.34,0,83.46,-0.0121,0,1,A
s_1983,c_2,0.873,0.756,0,0.885,79.26,0,83.33,0.1381,0,1,A
s_1984,c_4,0.62,0.846,0,0.813,79.85,2,59.05,-0.1361,0,1,C
s_1985,c_2,0.766,0.539,2,0.636,49.71,3,80.76,-0.0686,1,0,C
s_1986,c_3,0.768,0.664,1,0.667,67.04,1,63.36,0.0469,0,1,C
s_1987,c_5,0.748,0.698,2,0.669,46.98,2,54.58,-0.123,0,1,D
s_1988,c_1,0.962,0.873,1,0.921,77.79,0,87.06,0.1453,0,1,A
s_1989,c_3,0.708,0.742,0,0.75,51.25,2,66.68,-0.0459,0,1,C
s_1990,c_2,0.739,0.633,0,0.776,49.91,4,35.0,0.0054,1,0,F
s_1991,c_1,0.708,0.561,2,0.868,50.59,0,50.17,0.0302,0,1,D
s_1992,c_2,0.867,0.647,3,0.629,67.46,3,72.52,0.0988,1,0,B
s_1993,c_2,0.723,1.0,1,0.608,62.88,2,68.23,0.0064,0,1,C
s_1994,c_1,0.66,0.746,0,0.906,70.61,0,64.95,-0.0908,0,1,C
s_1995,c_4,0.927,0.73,0,0.949,69.7,0,63.12,0.1035,0,1,B
s_1996,c_1,0.477,0.307,5,0.475,44.43,4,40.5,-0.1628,1,0,F
s_1997,c_4,1.0,0.726,0,0.953,87.36,0,76.94,0.0459,1,0,A
s_1998,c_1,0.447,0.542,3,0.366,36.58,6,51.82,-0.0654,1,0,F
s_1999,c_1,0.72,0.674,3,0.641,76.08,3,55.7,0.0646,1,1,C
